195,495
223,454
269,386
295,313
358,334
345,394
322,455
290,503
263,549
186,536
105,535
116,500
120,456
118,404
113,325
110,248
99,193
123,146
149,94
172,48
244,75
295,101
349,122
399,146
448,171
494,199
537,218
521,265
495,312
470,378
444,421
423,468
399,516
375,559
355,597
323,638
255,633
205,635
136,636
