-52,-70,32
-63,-81,1
-76,-79,3
-136,-69,-34
-47,-30,-27
-52,-86,-10
-48,-102,7
-48,-100,28
-42,-101,52
-56,-86,28
-17,-113,32
-3,-104,44
-28,-99,49
-46,-93,35
-43,-94,41
-48,-89,34
-48,-84,39
-39,-98,34
-40,-73,33
-37,-92,39
-41,-146,34
-39,-145,52
-36,-117,51
-26,-59,36
-45,-59,27
0,-50,35
-24,-102,29
-6,-74,22
47,-80,49
81,-107,-151
-33,-73,9
-48,-90,16
-26,-106,42
-50,-77,29
-42,-102,31
-39,-127,40
-20,-121,38
-33,-106,53
-41,-113,50
