18.00 -114.00 -62.00 | 41.00 -58.00 -69.00
35.00 -106.00 19.00 | 54.00 -55.00 14.00
38.00 -106.00 14.00 | 58.00 -54.00 8.00
42.00 -106.00 9.00 | 59.00 -54.00 6.00
44.00 -107.00 4.00 | 61.00 -55.00 0.00
45.00 -107.00 1.00 | 63.00 -54.00 -5.00
45.00 -108.00 -5.00 | 62.00 -56.00 -9.00
45.00 -108.00 -11.00 | 62.00 -57.00 -16.00
46.00 -109.00 -16.00 | 63.00 -55.00 -22.00
46.00 -108.00 -23.00 | 62.00 -56.00 -27.00
46.00 -109.00 -27.00 | 62.00 -56.00 -34.00
45.00 -108.00 -32.00 | 61.00 -56.00 -38.00
45.00 -108.00 -38.00 | 61.00 -55.00 -41.00
44.00 -108.00 -41.00 | 58.00 -56.00 -47.00
42.00 -106.00 -46.00 | 57.00 -56.00 -53.00
39.00 -106.00 -51.00 | 54.00 -55.00 -58.00
36.00 -106.00 -56.00 | 53.00 -55.00 -61.00
35.00 -105.00 -58.00 | 49.00 -55.00 -63.00
32.00 -106.00 -59.00 | 45.00 -57.00 -64.00
26.00 -107.00 -61.00 | 43.00 -59.00 -65.00
23.00 -107.00 -62.00 | 38.00 -58.00 -66.00
22.00 -107.00 -64.00 | 38.00 -58.00 -67.00
20.00 -107.00 -65.00 | 36.00 -58.00 -68.00
20.00 -106.00 -65.00 | 35.00 -58.00 -70.00
20.00 -107.00 -66.00 | 35.00 -58.00 -69.00
20.00 -106.00 -67.00 | 35.00 -57.00 -70.00


84.00 -495.00 -335.00 | 162.00 -267.00 -348.00
18.00 -105.00 -68.00 | 34.00 -57.00 -71.00
22.00 -105.00 -69.00 | 38.00 -56.00 -72.00
21.00 -105.00 -69.00 | 37.00 -56.00 -71.00
20.00 -105.00 -68.00 | 35.00 -58.00 -70.00
19.00 -106.00 -68.00 | 36.00 -57.00 -70.00
22.00 -103.00 -69.00 | 39.00 -56.00 -72.00
21.00 -104.00 -72.00 | 37.00 -55.00 -75.00
17.00 -103.00 -73.00 | 35.00 -55.00 -77.00
13.00 -104.00 -74.00 | 30.00 -55.00 -79.00
11.00 -102.00 -76.00 | 26.00 -55.00 -81.00
7.00 -102.00 -77.00 | 24.00 -55.00 -81.00
5.00 -101.00 -78.00 | 20.00 -54.00 -84.00
2.00 -102.00 -81.00 | 19.00 -54.00 -85.00
2.00 -101.00 -82.00 | 19.00 -53.00 -87.00
2.00 -101.00 -82.00 | 17.00 -53.00 -88.00
-2.00 -101.00 -82.00 | 15.00 -53.00 -87.00
-8.00 -102.00 -81.00 | 10.00 -55.00 -88.00
-10.00 -102.00 -81.00 | 3.00 -55.00 -86.00
-18.00 -102.00 -80.00 | -1.00 -55.00 -87.00
-24.00 -101.00 -81.00 | -8.00 -55.00 -86.00
-26.00 -101.00 -81.00 | -13.00 -53.00 -87.00
-29.00 -101.00 -83.00 | -14.00 -53.00 -87.00
-32.00 -100.00 -82.00 | -19.00 -53.00 -87.00
-39.00 -99.00 -81.00 | -25.00 -53.00 -86.00
-40.00 -99.00 -81.00 | -30.00 -52.00 -84.00
-45.00 -98.00 -81.00 | -32.00 -52.00 -84.00
-48.00 -97.00 -80.00 | -37.00 -51.00 -83.00
-49.00 -98.00 -77.00 | -40.00 -51.00 -80.00
-53.00 -97.00 -77.00 | -41.00 -51.00 -80.00
-56.00 -96.00 -76.00 | -47.00 -50.00 -78.00
-63.00 -94.00 -74.00 | -52.00 -48.00 -75.00
-68.00 -94.00 -72.00 | -55.00 -47.00 -74.00
-68.00 -93.00 -70.00 | -57.00 -48.00 -70.00
-70.00 -93.00 -68.00 | -59.00 -49.00 -69.00
-73.00 -92.00 -66.00 | -63.00 -48.00 -64.00
-77.00 -92.00 -62.00 | -65.00 -48.00 -62.00
-77.00 -92.00 -60.00 | -67.00 -47.00 -59.00
-80.00 -91.00 -55.00 | -69.00 -47.00 -54.00
-82.00 -90.00 -54.00 | -71.00 -47.00 -52.00
-84.00 -89.00 -51.00 | -73.00 -46.00 -50.00
-86.00 -90.00 -47.00 | -74.00 -46.00 -46.00
-87.00 -90.00 -44.00 | -73.00 -47.00 -42.00
-87.00 -91.00 -43.00 | -75.00 -47.00 -39.00
-88.00 -90.00 -38.00 | -76.00 -46.00 -37.00
-89.00 -90.00 -36.00 | -75.00 -48.00 -33.00
-88.00 -91.00 -31.00 | -75.00 -48.00 -28.00
-88.00 -91.00 -26.00 | -76.00 -48.00 -24.00
-88.00 -92.00 -23.00 | -75.00 -48.00 -20.00
-89.00 -91.00 -21.00 | -75.00 -49.00 -16.00
-88.00 -92.00 -16.00 | -73.00 -49.00 -11.00
-87.00 -93.00 -12.00 | -72.00 -49.00 -9.00
-87.00 -92.00 -9.00 | -71.00 -50.00 -4.00
-84.00 -95.00 -7.00 | -69.00 -50.00 0.00
-84.00 -94.00 -1.00 | -68.00 -49.00 1.00
-82.00 -96.00 1.00 | -66.00 -51.00 6.00
-82.00 -94.00 5.00 | -66.00 -48.00 11.00
-82.00 -92.00 8.00 | -65.00 -49.00 14.00
-80.00 -95.00 10.00 | -62.00 -49.00 16.00
-77.00 -94.00 15.00 | -59.00 -48.00 22.00
-74.00 -94.00 19.00 | -55.00 -49.00 25.00
-71.00 -96.00 23.00 | -53.00 -49.00 28.00
-69.00 -94.00 25.00 | -49.00 -49.00 32.00
-65.00 -94.00 31.00 | -44.00 -47.00 37.00
-64.00 -93.00 33.00 | -43.00 -47.00 39.00
-60.00 -94.00 37.00 | -39.00 -48.00 42.00
-54.00 -96.00 39.00 | -32.00 -48.00 44.00
-51.00 -95.00 42.00 | -29.00 -49.00 46.00
-47.00 -94.00 46.00 | -24.00 -47.00 50.00
-44.00 -93.00 50.00 | -23.00 -46.00 53.00
-43.00 -93.00 50.00 | -19.00 -46.00 52.00
-37.00 -95.00 51.00 | -16.00 -47.00 52.00
-31.00 -96.00 50.00 | -9.00 -49.00 52.00
-24.00 -97.00 51.00 | -2.00 -49.00 51.00
-20.00 -98.00 51.00 | 1.00 -49.00 51.00
-12.00 -100.00 49.00 | 11.00 -51.00 49.00
-6.00 -101.00 48.00 | 17.00 -53.00 47.00
1.00 -102.00 46.00 | 21.00 -52.00 45.00
5.00 -103.00 43.00 | 26.00 -53.00 42.00
8.00 -103.00 42.00 | 32.00 -53.00 39.00
13.00 -103.00 39.00 | 35.00 -54.00 37.00
19.00 -105.00 35.00 | 39.00 -53.00 34.00
20.00 -104.00 36.00 | 41.00 -54.00 33.00
22.00 -104.00 35.00 | 42.00 -53.00 32.00
23.00 -104.00 32.00 | 43.00 -53.00 31.00
26.00 -105.00 30.00 | 45.00 -54.00 28.00
27.00 -105.00 30.00 | 46.00 -53.00 27.00
28.00 -104.00 29.00 | 48.00 -54.00 26.00
32.00 -104.00 27.00 | 52.00 -53.00 25.00
33.00 -105.00 25.00 | 52.00 -52.00 23.00
34.00 -105.00 24.00 | 54.00 -52.00 21.00
36.00 -105.00 22.00 | 55.00 -53.00 19.00
37.00 -105.00 20.00 | 56.00 -53.00 18.00
40.00 -105.00 19.00 | 60.00 -53.00 14.00
41.00 -105.00 15.00 | 62.00 -53.00 9.00
45.00 -106.00 9.00 | 63.00 -52.00 6.00
46.00 -106.00 4.00 | 65.00 -53.00 1.00
48.00 -106.00 -1.00 | 66.00 -53.00 -5.00
48.00 -107.00 -4.00 | 68.00 -53.00 -11.00
50.00 -106.00 -11.00 | 67.00 -53.00 -15.00
50.00 -107.00 -16.00 | 68.00 -53.00 -21.00
50.00 -107.00 -19.00 | 68.00 -53.00 -26.00
50.00 -106.00 -23.00 | 68.00 -54.00 -29.00
49.00 -106.00 -29.00 | 66.00 -53.00 -34.00
49.00 -106.00 -33.00 | 66.00 -52.00 -41.00
48.00 -106.00 -38.00 | 65.00 -53.00 -43.00
47.00 -106.00 -43.00 | 63.00 -52.00 -48.00
46.00 -105.00 -44.00 | 63.00 -52.00 -51.00
45.00 -105.00 -47.00 | 62.00 -53.00 -54.00
44.00 -104.00 -51.00 | 60.00 -52.00 -56.00
41.00 -106.00 -54.00 | 59.00 -52.00 -59.00
39.00 -105.00 -56.00 | 54.00 -53.00 -62.00
36.00 -105.00 -59.00 | 52.00 -53.00 -65.00
33.00 -104.00 -63.00 | 49.00 -54.00 -68.00
32.00 -104.00 -64.00 | 47.00 -54.00 -69.00
29.00 -103.00 -66.00 | 46.00 -54.00 -70.00
27.00 -105.00 -67.00 | 41.00 -54.00 -73.00
22.00 -103.00 -70.00 | 38.00 -54.00 -75.00
21.00 -103.00 -72.00 | 38.00 -54.00 -77.00
20.00 -103.00 -73.00 | 36.00 -54.00 -79.00


