19.00 -91.00 -64.00 | 25.00 -40.00 -72.00
50.00 -96.00 -7.00 | 61.00 -46.00 -13.00
50.00 -97.00 -13.00 | 60.00 -47.00 -16.00
50.00 -97.00 -15.00 | 60.00 -47.00 -22.00
50.00 -97.00 -21.00 | 60.00 -47.00 -27.00
48.00 -99.00 -26.00 | 59.00 -47.00 -30.00
48.00 -98.00 -27.00 | 59.00 -48.00 -33.00
47.00 -98.00 -29.00 | 57.00 -46.00 -36.00
47.00 -98.00 -32.00 | 58.00 -48.00 -36.00
47.00 -98.00 -35.00 | 55.00 -48.00 -40.00
46.00 -98.00 -37.00 | 55.00 -48.00 -44.00
44.00 -98.00 -41.00 | 55.00 -48.00 -47.00
43.00 -99.00 -43.00 | 53.00 -47.00 -50.00
43.00 -98.00 -45.00 | 52.00 -46.00 -54.00
40.00 -97.00 -48.00 | 51.00 -47.00 -55.00
40.00 -98.00 -49.00 | 49.00 -47.00 -58.00


22.00 -103.00 -61.00 | 29.00 -50.00 -67.00
20.00 -102.00 -64.00 | 30.00 -49.00 -71.00
22.00 -100.00 -66.00 | 31.00 -47.00 -72.00
21.00 -101.00 -65.00 | 30.00 -49.00 -69.00
24.00 -102.00 -63.00 | 34.00 -48.00 -69.00
24.00 -101.00 -63.00 | 35.00 -48.00 -69.00
23.00 -101.00 -65.00 | 31.00 -49.00 -71.00
17.00 -101.00 -68.00 | 25.00 -48.00 -75.00
13.00 -99.00 -72.00 | 25.00 -48.00 -77.00
11.00 -100.00 -72.00 | 20.00 -47.00 -78.00
6.00 -100.00 -73.00 | 15.00 -48.00 -79.00
3.00 -101.00 -75.00 | 14.00 -48.00 -80.00
0.00 -100.00 -75.00 | 9.00 -47.00 -82.00
-5.00 -100.00 -76.00 | 8.00 -49.00 -81.00
-6.00 -100.00 -76.00 | 4.00 -47.00 -81.00
-9.00 -99.00 -77.00 | 0.00 -47.00 -82.00
-11.00 -99.00 -77.00 | -1.00 -45.00 -84.00
-14.00 -98.00 -79.00 | -4.00 -46.00 -84.00
-16.00 -98.00 -79.00 | -7.00 -46.00 -84.00
-18.00 -99.00 -78.00 | -8.00 -47.00 -84.00
-24.00 -98.00 -78.00 | -14.00 -47.00 -84.00
-31.00 -96.00 -76.00 | -20.00 -46.00 -82.00
-33.00 -97.00 -75.00 | -22.00 -45.00 -82.00
-36.00 -96.00 -74.00 | -25.00 -45.00 -82.00
-39.00 -95.00 -73.00 | -28.00 -46.00 -81.00
-44.00 -95.00 -72.00 | -34.00 -45.00 -79.00
-47.00 -94.00 -71.00 | -37.00 -44.00 -79.00
-49.00 -93.00 -72.00 | -39.00 -44.00 -78.00
-54.00 -93.00 -67.00 | -44.00 -43.00 -75.00
-56.00 -92.00 -65.00 | -46.00 -42.00 -73.00
-60.00 -92.00 -62.00 | -51.00 -43.00 -68.00
-63.00 -92.00 -58.00 | -53.00 -42.00 -66.00
-63.00 -92.00 -57.00 | -54.00 -42.00 -65.00
-63.00 -92.00 -56.00 | -55.00 -43.00 -63.00
-65.00 -91.00 -54.00 | -59.00 -42.00 -60.00
-68.00 -91.00 -51.00 | -60.00 -42.00 -59.00
-71.00 -90.00 -50.00 | -62.00 -42.00 -56.00
-72.00 -90.00 -45.00 | -65.00 -41.00 -52.00
-73.00 -89.00 -42.00 | -66.00 -42.00 -47.00
-75.00 -90.00 -38.00 | -68.00 -40.00 -45.00
-77.00 -89.00 -35.00 | -70.00 -42.00 -41.00
-77.00 -89.00 -33.00 | -71.00 -41.00 -38.00
-77.00 -88.00 -31.00 | -71.00 -41.00 -36.00
-80.00 -87.00 -27.00 | -73.00 -40.00 -32.00
-80.00 -87.00 -25.00 | -73.00 -40.00 -30.00
-80.00 -86.00 -21.00 | -74.00 -40.00 -27.00
-80.00 -86.00 -17.00 | -76.00 -39.00 -20.00
-81.00 -86.00 -15.00 | -74.00 -40.00 -16.00
-81.00 -86.00 -10.00 | -75.00 -39.00 -13.00
-81.00 -85.00 -7.00 | -75.00 -39.00 -8.00
-80.00 -85.00 -5.00 | -74.00 -39.00 -4.00
-80.00 -85.00 -1.00 | -73.00 -39.00 -3.00
-78.00 -85.00 4.00 | -72.00 -39.00 2.00
-77.00 -85.00 6.00 | -71.00 -40.00 5.00
-76.00 -85.00 8.00 | -70.00 -39.00 7.00
-74.00 -85.00 13.00 | -67.00 -40.00 13.00
-73.00 -85.00 14.00 | -64.00 -40.00 16.00
-69.00 -86.00 19.00 | -63.00 -41.00 19.00
-66.00 -86.00 22.00 | -59.00 -41.00 23.00
-65.00 -86.00 24.00 | -57.00 -41.00 26.00
-64.00 -87.00 25.00 | -55.00 -41.00 27.00
-61.00 -87.00 27.00 | -53.00 -41.00 29.00
-59.00 -87.00 29.00 | -52.00 -42.00 30.00
-59.00 -87.00 30.00 | -49.00 -42.00 32.00
-57.00 -87.00 31.00 | -49.00 -41.00 33.00
-56.00 -86.00 33.00 | -47.00 -41.00 36.00
-55.00 -86.00 34.00 | -44.00 -42.00 37.00
-52.00 -87.00 36.00 | -42.00 -41.00 37.00
-50.00 -86.00 37.00 | -39.00 -41.00 40.00
-48.00 -86.00 39.00 | -36.00 -41.00 42.00
-45.00 -87.00 41.00 | -34.00 -42.00 43.00
-43.00 -88.00 41.00 | -30.00 -42.00 44.00
-37.00 -89.00 41.00 | -24.00 -44.00 43.00
-31.00 -89.00 42.00 | -17.00 -44.00 44.00
-28.00 -90.00 44.00 | -16.00 -45.00 45.00
-26.00 -89.00 45.00 | -12.00 -44.00 47.00
-22.00 -90.00 45.00 | -7.00 -44.00 47.00
-16.00 -91.00 45.00 | -5.00 -44.00 46.00
-14.00 -92.00 45.00 | 1.00 -45.00 46.00
-8.00 -91.00 45.00 | 7.00 -45.00 46.00
-3.00 -91.00 46.00 | 9.00 -44.00 44.00
-1.00 -92.00 45.00 | 14.00 -45.00 44.00
3.00 -92.00 43.00 | 18.00 -45.00 41.00
8.00 -93.00 42.00 | 20.00 -46.00 41.00
9.00 -92.00 43.00 | 25.00 -45.00 39.00
13.00 -93.00 40.00 | 29.00 -44.00 37.00
19.00 -92.00 38.00 | 32.00 -45.00 34.00
20.00 -93.00 38.00 | 35.00 -45.00 33.00
22.00 -94.00 36.00 | 37.00 -45.00 31.00
26.00 -95.00 32.00 | 40.00 -46.00 26.00
29.00 -96.00 30.00 | 43.00 -47.00 24.00
31.00 -96.00 27.00 | 45.00 -46.00 22.00
34.00 -95.00 25.00 | 48.00 -47.00 19.00
35.00 -95.00 24.00 | 48.00 -46.00 18.00
37.00 -95.00 21.00 | 51.00 -46.00 15.00
40.00 -96.00 18.00 | 52.00 -47.00 10.00
41.00 -97.00 13.00 | 54.00 -47.00 8.00
44.00 -98.00 9.00 | 56.00 -47.00 2.00
47.00 -96.00 6.00 | 59.00 -46.00 0.00
47.00 -97.00 1.00 | 60.00 -47.00 -7.00
49.00 -97.00 -1.00 | 60.00 -46.00 -8.00
49.00 -98.00 -6.00 | 60.00 -47.00 -13.00
49.00 -98.00 -9.00 | 59.00 -48.00 -17.00
49.00 -101.00 -15.00 | 58.00 -46.00 -21.00
49.00 -100.00 -20.00 | 59.00 -47.00 -27.00
49.00 -100.00 -21.00 | 59.00 -47.00 -31.00
48.00 -100.00 -26.00 | 59.00 -46.00 -32.00
48.00 -100.00 -27.00 | 57.00 -47.00 -34.00
47.00 -101.00 -28.00 | 56.00 -47.00 -35.00
46.00 -101.00 -31.00 | 56.00 -47.00 -39.00
45.00 -101.00 -36.00 | 55.00 -48.00 -41.00
45.00 -100.00 -40.00 | 53.00 -47.00 -47.00
44.00 -100.00 -42.00 | 52.00 -47.00 -51.00
42.00 -100.00 -46.00 | 52.00 -47.00 -52.00
39.00 -100.00 -51.00 | 48.00 -46.00 -56.00
38.00 -100.00 -52.00 | 46.00 -47.00 -60.00
35.00 -100.00 -56.00 | 45.00 -47.00 -61.00
33.00 -101.00 -58.00 | 42.00 -48.00 -63.00
32.00 -101.00 -60.00 | 39.00 -47.00 -65.00
29.00 -101.00 -61.00 | 38.00 -48.00 -67.00

