-32,-42,61
-46,-37,51
-51,-30,47
-101,-32,7
-41,-12,-4
-35,-38,31
-31,-37,46
-31,-29,59
-26,-21,68
-33,-39,69
1,-49,76
16,-35,49
-5,-28,64
-24,-20,68
-25,-16,64
-30,-11,56
-31,-12,48
-20,-15,58
-24,-7,40
-14,-14,52
-22,-70,63
-9,-56,91
-14,-37,80
-1,-15,65
-15,-6,74
20,-12,50
-2,-47,62
16,-11,47
90,-18,62
54,-52,-71
-11,-22,43
-27,-40,52
-3,-39,82
-33,-19,58
-18,-31,61
-16,-55,72
3,-47,72
-9,-35,72
-24,-41,71
